Region_ID,State,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Season,Suggested_Crop,Expected_Yield,Year
R3838,Bihar,Black,7.65,77,53,70,22.7,85,739,Rabi,Soybean,3.92,2018
R3839,Bihar,Black,7.11,146,73,101,32.1,89,1143,Kharif,Groundnut,4.06,2018
R3840,Tamil Nadu,Sandy,8.48,17,38,10,38.7,46,563,Rabi,Millet,5.32,2018
R3841,Odisha,Sandy,5.68,126,29,108,31.2,49,1783,Kharif,Soybean,3.67,2020
R3842,Andhra Pradesh,Red,7.95,25,36,106,29,41,834,Rabi,Sugarcane,2.83,2018
R3843,Odisha,Loamy,7.77,67,23,69,40,54,1838,Zaid,Maize,4.07,2023
R3844,Andhra Pradesh,Clay,8.22,95,51,96,34.9,46,849,Kharif,Maize,3.96,2019
R3845,Odisha,Sandy,7.52,140,36,44,19.3,32,791,Zaid,Maize,2.71,2019
R3846,Tamil Nadu,Red,6.6,15,12,150,18.3,48,215,Zaid,Wheat,4.9,2019
R3847,Maharashtra,Sandy,5.92,87,58,85,34.5,76,947,Kharif,Barley,4.46,2019
R3848,Gujarat,Red,6.38,54,51,52,34.6,36,1078,Kharif,Pulses,4.03,2023
R3849,Maharashtra,Loamy,6.45,70,55,78,36.6,66,496,Rabi,Sugarcane,4.37,2024
R3850,Bihar,Sandy,5.66,89,66,56,23.8,30,1472,Rabi,Sugarcane,2.06,2022
R3851,Andhra Pradesh,Red,7.08,132,70,124,29.7,59,871,Kharif,Millet,5.98,2021
R3852,Bihar,Loamy,6.18,143,9,138,38.5,83,882,Kharif,Rice,5.36,2020
R3853,Punjab,Clay,8.31,102,11,132,29.6,86,561,Zaid,Rice,3.87,2023
R3854,Punjab,Loamy,5.7,74,45,85,34.4,88,456,Zaid,Groundnut,3.73,2023
R3855,Tamil Nadu,Loamy,5.84,69,62,48,26.3,63,1240,Zaid,Groundnut,3.68,2020
R3856,Tamil Nadu,Black,5.66,143,52,76,26.3,41,1138,Zaid,Barley,2.36,2023
R3857,Andhra Pradesh,Sandy,8.27,137,71,147,18.9,89,579,Zaid,Sugarcane,5.55,2024
R3858,Punjab,Sandy,7.11,60,65,170,31.8,37,1383,Zaid,Pulses,3.37,2019
R3859,Karnataka,Sandy,6.66,19,12,84,31.8,43,1815,Zaid,Cotton,3.88,2024
R3860,Bihar,Black,6.79,145,12,133,30.6,58,1264,Rabi,Maize,5.1,2024
R3861,Maharashtra,Black,5.85,103,40,118,37.1,85,1031,Kharif,Cotton,1.63,2019
R3862,Tamil Nadu,Clay,6.86,142,22,114,19.9,58,850,Zaid,Sugarcane,3.69,2021
R3863,Karnataka,Red,8.31,21,33,105,20.2,41,1888,Rabi,Millet,4.59,2020
R3864,Andhra Pradesh,Loamy,7.4,54,52,74,33.5,85,1116,Kharif,Millet,4.88,2020
R3865,Karnataka,Black,6.54,53,29,175,26.5,74,686,Rabi,Cotton,5.22,2024
R3866,Punjab,Sandy,6.44,48,53,76,20.8,32,744,Kharif,Barley,5.72,2018
R3867,Karnataka,Red,8.21,115,67,29,24.4,67,1842,Kharif,Soybean,4.18,2021
R3868,Maharashtra,Loamy,8.26,141,14,20,22.1,65,1383,Kharif,Millet,3.63,2019
R3869,Bihar,Clay,6.11,50,32,104,26.9,63,1567,Zaid,Maize,2.98,2018
R3870,Tamil Nadu,Black,6.26,135,47,101,21.5,89,1809,Zaid,Rice,2.22,2021
R3871,Odisha,Loamy,8.09,141,20,157,39.7,50,1402,Rabi,Millet,5.29,2023
R3872,Punjab,Sandy,5.66,45,64,184,20.1,85,686,Kharif,Groundnut,5.98,2024
R3873,Punjab,Red,7.2,55,43,14,15.1,41,519,Zaid,Wheat,2.79,2021
R3874,Punjab,Red,6.5,32,44,171,36.6,85,909,Rabi,Millet,4.92,2024
R3875,Karnataka,Sandy,7.26,136,76,63,31.1,55,1582,Rabi,Millet,1.76,2023
R3876,Maharashtra,Black,7.63,36,21,18,36.2,62,1447,Kharif,Millet,4.85,2019
R3877,Maharashtra,Red,7.01,128,64,74,30.6,76,1847,Kharif,Soybean,3.85,2023
R3878,Maharashtra,Red,7.81,133,59,10,19.3,53,302,Zaid,Millet,3.9,2020
R3879,Maharashtra,Loamy,7.23,124,76,148,31.5,84,666,Zaid,Rice,2.64,2020
R3880,Andhra Pradesh,Red,8.34,66,32,26,40,77,1012,Kharif,Barley,5.79,2021
R3881,Punjab,Loamy,6.42,92,27,37,23.4,31,768,Rabi,Rice,1.78,2018
R3882,Tamil Nadu,Black,5.94,52,22,131,16.5,57,422,Zaid,Wheat,3.23,2023
R3883,Andhra Pradesh,Loamy,6.03,98,43,191,15.7,37,1994,Rabi,Wheat,2.65,2024
R3884,Tamil Nadu,Loamy,6.71,128,30,179,35.8,55,1506,Kharif,Maize,4.71,2019
R3885,Kerala,Loamy,5.57,122,21,172,19.7,43,307,Kharif,Sugarcane,2.45,2019
R3886,Karnataka,Black,8.43,51,78,196,30.4,32,1757,Rabi,Groundnut,4.85,2022
R3887,Maharashtra,Loamy,7.22,20,77,106,26.2,59,624,Rabi,Sugarcane,3.66,2021
R3888,Karnataka,Black,7.35,86,55,45,19.3,87,1850,Zaid,Barley,3.83,2023
R3889,Tamil Nadu,Sandy,7,100,30,157,20.6,35,656,Zaid,Barley,2.78,2020
R3890,Kerala,Red,8.49,146,45,66,35.2,83,273,Kharif,Wheat,3.4,2021
R3891,Bihar,Red,6.83,122,46,106,30.8,32,464,Zaid,Sugarcane,4.21,2023
R3892,Tamil Nadu,Red,5.55,66,13,138,39.8,77,442,Zaid,Cotton,5.17,2018
R3893,Maharashtra,Red,7.62,75,39,66,35,53,208,Kharif,Wheat,3.4,2021
R3894,Andhra Pradesh,Red,6.39,48,28,90,31.7,43,658,Rabi,Groundnut,3.56,2022
R3895,Punjab,Loamy,7.22,50,53,123,26.9,36,1467,Zaid,Cotton,4.69,2022
R3896,Tamil Nadu,Clay,6.36,53,55,65,32.3,32,761,Rabi,Pulses,4.2,2024
R3897,Punjab,Loamy,5.92,145,74,128,29,40,522,Kharif,Rice,4.26,2024
R3898,Bihar,Loamy,8.25,132,57,101,30.1,82,1308,Kharif,Cotton,1.55,2020
R3899,Gujarat,Black,6.74,27,60,79,19.7,41,1422,Kharif,Rice,2.06,2023
R3900,Gujarat,Loamy,7.55,35,49,147,33.7,39,626,Zaid,Cotton,3.36,2018
R3901,Kerala,Black,6.51,26,7,193,19.3,51,253,Kharif,Barley,5.67,2022
R3902,Kerala,Sandy,6.88,64,59,158,34.2,45,1165,Rabi,Wheat,3.1,2023
R3903,Tamil Nadu,Clay,7.02,116,78,144,23.2,86,649,Zaid,Groundnut,2,2018
R3904,Tamil Nadu,Sandy,5.98,14,26,65,17.7,38,1185,Zaid,Rice,2.7,2018
R3905,Andhra Pradesh,Red,6.34,92,78,92,28.7,63,312,Rabi,Cotton,3.93,2020
R3906,Andhra Pradesh,Sandy,8,59,5,199,16.1,34,1015,Rabi,Rice,4.12,2021
R3907,Odisha,Clay,6.52,133,36,95,33.3,56,981,Rabi,Barley,4.52,2018
R3908,Bihar,Clay,7.74,16,68,134,19.6,63,1513,Zaid,Maize,5.72,2019
R3909,Maharashtra,Clay,6.46,115,16,151,35.5,76,1172,Rabi,Barley,4.2,2020
R3910,Maharashtra,Red,7.26,122,24,54,21.4,85,1172,Rabi,Rice,5.47,2024
R3911,Bihar,Loamy,6.13,96,69,19,39.1,64,1358,Zaid,Pulses,4.3,2019
R3912,Kerala,Red,7.37,31,25,42,25.6,70,1905,Zaid,Pulses,2.87,2023
R3913,Maharashtra,Sandy,6.18,38,49,22,28.4,44,1675,Kharif,Rice,3.9,2023
R3914,Karnataka,Black,5.5,17,72,115,19.3,51,326,Rabi,Barley,2.94,2023
R3915,Kerala,Red,7.56,30,36,144,17.3,60,1626,Rabi,Pulses,4.51,2024
R3916,Odisha,Sandy,7.03,134,71,138,23,74,746,Rabi,Cotton,5.15,2020
R3917,Maharashtra,Sandy,5.72,77,64,30,27.4,77,1250,Rabi,Pulses,2.84,2019
R3918,Bihar,Sandy,6.29,94,78,130,18.2,79,445,Rabi,Cotton,4.81,2018
R3919,Bihar,Black,5.73,12,23,106,21.3,80,329,Kharif,Maize,2.52,2024
R3920,Gujarat,Clay,6.59,41,16,79,30.3,40,1257,Rabi,Wheat,4.68,2023
R3921,Andhra Pradesh,Red,6.01,85,48,157,36.2,59,1190,Kharif,Cotton,3.53,2023
R3922,Maharashtra,Sandy,7.3,53,14,190,26.8,37,1546,Rabi,Groundnut,2.59,2024
R3923,Tamil Nadu,Loamy,6.95,104,38,21,37.8,31,1884,Zaid,Wheat,2.92,2023
R3924,Punjab,Loamy,6.06,91,30,52,36.1,84,1350,Kharif,Barley,3.64,2021
R3925,Andhra Pradesh,Red,6.66,44,59,46,22.3,51,1366,Rabi,Pulses,3.12,2023
R3926,Karnataka,Sandy,8.05,61,75,53,32.1,85,217,Kharif,Wheat,4.64,2023
R3927,Punjab,Loamy,7.52,44,74,80,16.7,84,1101,Zaid,Soybean,2.58,2021
R3928,Punjab,Black,6.38,52,20,121,37.9,32,754,Rabi,Sugarcane,5.78,2020
R3929,Maharashtra,Black,7.06,86,46,72,26.6,43,1622,Rabi,Maize,5.38,2024
R3930,Maharashtra,Red,7.12,105,70,158,39,88,1569,Kharif,Rice,5.99,2021
R3931,Kerala,Black,6.82,83,56,71,30.6,48,1272,Kharif,Sugarcane,3.11,2021
R3932,Andhra Pradesh,Clay,6.38,143,42,95,35.6,61,1678,Kharif,Maize,4.14,2018
R3933,Punjab,Red,7.93,48,26,11,35.2,77,871,Kharif,Millet,3.45,2020
R3934,Gujarat,Loamy,5.83,24,61,115,16.9,77,1783,Kharif,Pulses,4.04,2024
R3935,Andhra Pradesh,Sandy,7.08,33,30,160,29.3,38,789,Kharif,Millet,3.3,2022
R3936,Andhra Pradesh,Black,7.46,74,15,171,17.3,72,726,Rabi,Wheat,4.14,2023
R3937,Odisha,Red,8.42,18,24,83,35.5,60,588,Kharif,Pulses,1.85,2019
R3938,Karnataka,Red,8.26,47,55,179,22.8,51,779,Zaid,Cotton,2.21,2020
R3939,Tamil Nadu,Loamy,8.17,76,49,76,35.7,72,1881,Rabi,Groundnut,2.02,2023
R3940,Gujarat,Red,7.23,11,49,113,28.8,87,433,Rabi,Millet,1.52,2021
R3941,Andhra Pradesh,Black,7.84,68,66,63,21.5,71,846,Kharif,Cotton,4.05,2018
R3942,Bihar,Loamy,8.37,135,71,38,21,48,1485,Kharif,Pulses,2.99,2021
R3943,Kerala,Clay,5.91,19,20,154,33.4,46,1749,Rabi,Barley,3.63,2021
R3944,Punjab,Clay,7.05,40,20,19,27.2,89,327,Kharif,Barley,4.57,2021
R3945,Karnataka,Sandy,7.12,70,25,154,31.2,33,1520,Kharif,Rice,5.82,2023
R3946,Tamil Nadu,Clay,7.7,144,35,194,32.8,69,318,Rabi,Pulses,1.88,2024
R3947,Karnataka,Sandy,7.86,60,79,191,19.9,84,1125,Zaid,Cotton,3.41,2024
R3948,Maharashtra,Clay,6.82,118,64,154,25.8,60,783,Rabi,Groundnut,2.98,2019
R3949,Karnataka,Red,7.72,92,25,105,17.6,79,984,Zaid,Soybean,5.68,2020
R3950,Tamil Nadu,Clay,5.98,141,53,20,22.4,64,331,Rabi,Millet,3.22,2019
R3951,Tamil Nadu,Clay,6.86,100,41,39,20.5,56,827,Rabi,Wheat,5.68,2021
R3952,Odisha,Black,6.41,23,23,59,38.2,67,342,Zaid,Barley,5.57,2018
R3953,Karnataka,Clay,7.71,111,49,169,36.7,62,1646,Zaid,Groundnut,3.88,2024
R3954,Andhra Pradesh,Clay,8.09,89,20,186,25.3,33,1497,Kharif,Rice,3.99,2022
R3955,Gujarat,Sandy,5.7,144,23,127,31.9,66,1962,Kharif,Maize,4.4,2018
R3956,Tamil Nadu,Clay,7.28,42,38,181,21.7,77,1445,Zaid,Pulses,3.44,2018
R3957,Andhra Pradesh,Red,8.33,72,22,87,16.7,50,1690,Zaid,Sugarcane,3.25,2020
R3958,Bihar,Loamy,6.19,97,54,45,19.9,42,390,Rabi,Soybean,2.46,2022
R3959,Bihar,Clay,6.49,59,64,93,21.5,74,768,Zaid,Groundnut,3.41,2022
R3960,Kerala,Sandy,6.26,10,58,45,22,34,701,Zaid,Rice,2.57,2023
R3961,Maharashtra,Red,5.56,111,13,174,30.6,70,984,Kharif,Millet,5.54,2019
R3962,Kerala,Black,7.48,19,18,160,38.3,85,810,Kharif,Rice,5.66,2018
R3963,Karnataka,Loamy,5.84,77,33,177,16.3,84,330,Kharif,Millet,2.03,2019
R3964,Punjab,Clay,6.34,131,17,163,39.2,70,755,Kharif,Barley,3.15,2019
R3965,Gujarat,Loamy,7.68,115,27,137,34.9,36,1844,Rabi,Sugarcane,3.55,2023
R3966,Tamil Nadu,Red,5.95,21,31,89,32.8,36,1254,Rabi,Soybean,1.96,2021
R3967,Kerala,Clay,6.03,59,13,103,37.3,59,1762,Kharif,Rice,3.87,2019
R3968,Punjab,Clay,7.64,87,10,168,22.9,66,1497,Zaid,Groundnut,4.36,2024
R3969,Tamil Nadu,Clay,7.14,104,46,187,30.8,73,466,Rabi,Sugarcane,2.16,2019
R3970,Tamil Nadu,Sandy,6.77,97,69,40,27.6,55,1246,Kharif,Millet,3.74,2021
R3971,Karnataka,Loamy,8.12,19,71,182,37.9,49,1714,Zaid,Sugarcane,4.08,2024
R3972,Gujarat,Loamy,7.41,18,58,173,33.4,43,474,Rabi,Sugarcane,3.02,2022
R3973,Odisha,Clay,6.58,123,53,180,21.2,36,1203,Rabi,Barley,5.12,2024
R3974,Andhra Pradesh,Red,8.42,87,66,138,18,42,385,Zaid,Wheat,2.58,2024
R3975,Gujarat,Red,5.66,66,9,161,21.7,40,526,Kharif,Groundnut,2.17,2022
R3976,Kerala,Black,7.95,120,60,188,33,49,819,Zaid,Wheat,1.65,2023
R3977,Bihar,Black,6.15,98,29,191,16.6,63,1355,Zaid,Cotton,3.66,2023
R3978,Maharashtra,Sandy,6.62,28,25,192,28.8,68,1266,Rabi,Millet,5.71,2019
R3979,Odisha,Black,6.55,139,32,80,35,64,753,Rabi,Groundnut,4.55,2019
R3980,Gujarat,Clay,8,72,72,67,34.2,71,530,Rabi,Millet,5.93,2022
R3981,Bihar,Loamy,7.11,79,62,147,38,40,1380,Zaid,Maize,5.87,2024
R3982,Gujarat,Loamy,6.1,90,73,141,17.8,62,302,Zaid,Pulses,2.56,2019
R3983,Andhra Pradesh,Black,5.81,101,12,143,38.1,76,1454,Kharif,Cotton,4.5,2018
R3984,Kerala,Clay,7.25,145,20,124,21.8,60,604,Kharif,Soybean,3.15,2018
R3985,Maharashtra,Sandy,7.14,129,10,119,21.3,46,1803,Kharif,Barley,3.06,2022
R3986,Kerala,Loamy,6.74,80,58,75,28,76,1631,Rabi,Maize,3.16,2021
R3987,Punjab,Loamy,6.96,121,62,122,21.7,65,730,Rabi,Wheat,2.37,2021
R3988,Andhra Pradesh,Loamy,6.56,138,16,94,20.1,66,1065,Rabi,Millet,1.88,2022
R3989,Andhra Pradesh,Loamy,7.72,122,71,109,27.7,58,1341,Zaid,Rice,1.57,2024
R3990,Bihar,Sandy,5.53,140,33,191,17.9,89,350,Zaid,Wheat,5.3,2021
R3991,Gujarat,Clay,6.68,66,27,71,34.9,70,1686,Rabi,Cotton,4.55,2022
R3992,Maharashtra,Black,8.29,120,48,23,36.1,34,777,Rabi,Maize,4.12,2022
R3993,Karnataka,Black,7.47,16,14,147,24.2,49,1957,Kharif,Wheat,3.31,2024
R3994,Bihar,Sandy,7.9,34,16,81,35.4,48,427,Rabi,Millet,3.17,2019
R3995,Odisha,Loamy,5.76,134,34,26,28.5,54,1510,Kharif,Maize,3.14,2019
R3996,Andhra Pradesh,Loamy,5.91,66,71,17,35.1,32,1813,Kharif,Millet,2.82,2023
R3997,Odisha,Red,6.86,117,65,81,27.3,72,854,Rabi,Pulses,4.3,2021
R3998,Karnataka,Clay,5.95,47,37,63,28,55,1108,Kharif,Cotton,3.39,2020
R3999,Tamil Nadu,Clay,5.55,135,40,113,38,42,1815,Zaid,Maize,2.9,2023
R4000,Punjab,Sandy,8.42,77,31,145,27.1,58,1825,Kharif,Groundnut,3.98,2022
R4001,Andhra Pradesh,Black,7.15,45,50,80,15.2,36,1796,Rabi,Barley,4.4,2024
R4002,Andhra Pradesh,Loamy,6.11,98,63,17,38.8,41,775,Kharif,Barley,5.57,2023
R4003,Odisha,Sandy,6.83,105,74,89,25.5,57,1492,Rabi,Cotton,3.84,2018
R4004,Andhra Pradesh,Clay,6.51,130,57,130,27.1,40,1118,Rabi,Maize,3.58,2021
R4005,Punjab,Loamy,8.29,105,60,67,23.8,71,924,Zaid,Barley,2.22,2023
R4006,Karnataka,Sandy,6.27,67,10,17,20.2,65,400,Kharif,Groundnut,4.09,2021
R4007,Karnataka,Sandy,5.67,105,60,50,16.9,69,258,Zaid,Soybean,2.95,2022
R4008,Andhra Pradesh,Clay,7.34,11,21,119,37.2,79,766,Zaid,Sugarcane,2.31,2018
R4009,Kerala,Loamy,7.38,117,75,54,30.9,86,611,Rabi,Pulses,4.52,2018
R4010,Andhra Pradesh,Sandy,8,112,63,88,17.1,50,1253,Kharif,Rice,1.5,2023
R4011,Kerala,Black,6.97,146,8,135,19.6,52,1768,Rabi,Maize,3.24,2023
R4012,Bihar,Sandy,8.15,45,6,77,17.2,44,1301,Kharif,Groundnut,4.65,2021
R4013,Bihar,Red,8.45,132,39,194,18.9,73,456,Zaid,Maize,3.3,2021
R4014,Bihar,Black,6.47,84,23,36,31.4,53,939,Rabi,Soybean,1.66,2024
R4015,Maharashtra,Loamy,5.64,67,79,124,19.6,69,661,Kharif,Millet,2.34,2022
R4016,Tamil Nadu,Red,8.08,61,23,108,26.5,54,781,Zaid,Groundnut,5.45,2023
R4017,Gujarat,Red,8.28,122,55,163,35.9,42,1469,Zaid,Barley,1.76,2021
R4018,Bihar,Sandy,5.88,26,40,188,17.6,36,1059,Kharif,Soybean,5.45,2019
R4019,Odisha,Clay,8.31,145,50,13,37.4,60,1229,Rabi,Wheat,3.63,2021
R4020,Karnataka,Black,6.9,129,23,102,15.4,73,800,Zaid,Cotton,2.14,2021
R4021,Maharashtra,Loamy,6.73,43,65,169,18.6,63,586,Zaid,Pulses,1.68,2020
R4022,Tamil Nadu,Red,8.38,10,60,115,30.7,51,886,Rabi,Groundnut,5.69,2020
R4023,Punjab,Loamy,6.87,134,60,145,23.6,66,1343,Rabi,Sugarcane,5.27,2021
R4024,Gujarat,Loamy,8.37,61,42,56,23.2,70,641,Rabi,Sugarcane,3.72,2018
R4025,Andhra Pradesh,Red,8.09,59,33,67,39.3,30,439,Kharif,Millet,3.41,2023
R4026,Bihar,Clay,7.06,138,38,117,23.1,80,357,Rabi,Soybean,5.95,2018
R4027,Karnataka,Loamy,7.52,108,37,92,20,53,1820,Rabi,Barley,2.5,2019
R4028,Andhra Pradesh,Black,8.02,34,53,147,22.5,61,1969,Kharif,Groundnut,2.71,2022
R4029,Kerala,Black,7.71,12,39,95,36,80,1042,Rabi,Sugarcane,5.82,2023
R4030,Bihar,Clay,7.18,43,66,41,24.2,43,910,Kharif,Pulses,1.95,2021
R4031,Gujarat,Sandy,7.11,100,8,188,22.7,49,1046,Zaid,Barley,5.45,2019
R4032,Maharashtra,Clay,5.77,102,53,119,16.4,68,1603,Rabi,Pulses,3.5,2021
R4033,Gujarat,Black,7.95,82,34,64,30.4,37,1966,Rabi,Cotton,3.95,2019
R4034,Odisha,Clay,8.47,122,42,130,28.8,86,1036,Rabi,Maize,1.61,2019
R4035,Karnataka,Loamy,8.23,78,17,161,26.9,47,1074,Zaid,Millet,5.66,2019
R4036,Bihar,Clay,7.17,110,69,22,18,60,1080,Rabi,Sugarcane,3.85,2020
R4037,Gujarat,Black,6.92,115,7,181,33.2,57,489,Kharif,Barley,4.15,2022
R4038,Bihar,Sandy,7.96,77,73,105,20,32,494,Rabi,Sugarcane,2.06,2020
R4039,Odisha,Sandy,7.63,78,61,162,32.6,35,417,Kharif,Sugarcane,4.04,2018
R4040,Maharashtra,Loamy,7.31,77,38,105,25.1,70,650,Rabi,Groundnut,3.95,2023
R4041,Karnataka,Clay,8.5,20,22,154,17.5,64,984,Rabi,Pulses,5.58,2021
R4042,Gujarat,Clay,7.05,109,49,133,33.4,37,422,Zaid,Rice,2.73,2020
R4043,Maharashtra,Red,6.57,148,76,113,16.6,39,711,Rabi,Sugarcane,5.36,2023
R4044,Punjab,Sandy,7.8,106,51,106,21.6,82,424,Kharif,Millet,5.34,2020
R4045,Odisha,Loamy,7.86,21,10,198,21.5,34,1719,Zaid,Pulses,4.34,2021
R4046,Karnataka,Red,8.01,40,6,78,27,62,1594,Kharif,Pulses,1.65,2020
R4047,Tamil Nadu,Red,7.01,129,39,48,33.1,71,1004,Rabi,Sugarcane,1.98,2019
R4048,Kerala,Sandy,6.32,138,47,163,36.7,31,1944,Rabi,Groundnut,2.82,2024
R4049,Kerala,Black,8.36,53,59,129,16.2,30,1339,Rabi,Groundnut,4.73,2018
R4050,Tamil Nadu,Sandy,6.23,29,40,99,18,83,1046,Kharif,Wheat,1.62,2023
R4051,Karnataka,Clay,6.67,89,78,180,36.3,79,444,Zaid,Maize,2.83,2022
R4052,Kerala,Clay,8,71,60,22,17.8,59,709,Kharif,Maize,4.7,2023
R4053,Tamil Nadu,Sandy,6.85,86,9,140,36.5,46,1967,Kharif,Wheat,3.77,2022
R4054,Bihar,Clay,6.11,69,22,57,39.3,58,1045,Kharif,Soybean,3.3,2019
R4055,Kerala,Red,7.14,60,16,42,35.8,43,1412,Zaid,Barley,2.13,2021
R4056,Odisha,Black,8.23,10,26,18,33.3,44,932,Zaid,Rice,4.31,2019
R4057,Tamil Nadu,Sandy,7.46,104,26,134,25.1,55,576,Kharif,Groundnut,4.22,2020
R4058,Maharashtra,Sandy,6.52,66,37,136,17.9,89,529,Kharif,Cotton,5.21,2019
R4059,Andhra Pradesh,Loamy,8.03,50,67,155,22.7,55,1646,Rabi,Pulses,3.53,2021
R4060,Bihar,Black,6.01,53,70,193,39.7,63,1126,Rabi,Barley,3.93,2023
R4061,Punjab,Loamy,7.54,73,10,130,17.3,70,998,Kharif,Pulses,3.55,2019
R4062,Tamil Nadu,Sandy,5.68,91,56,24,37,72,1036,Rabi,Cotton,4.03,2024
R4063,Bihar,Red,6.18,64,69,22,25.7,88,1323,Zaid,Barley,3.23,2023
R4064,Tamil Nadu,Red,6.5,84,41,25,29.5,45,1338,Kharif,Pulses,2.91,2018
R4065,Gujarat,Loamy,7.63,110,49,178,25.2,66,641,Rabi,Maize,3.2,2018
R4066,Karnataka,Clay,8.02,104,18,163,34,83,1891,Rabi,Groundnut,5.27,2018
R4067,Maharashtra,Black,7.38,89,50,98,21.2,50,965,Kharif,Sugarcane,1.6,2018
R4068,Punjab,Black,6.89,27,33,97,25.8,40,293,Kharif,Maize,5.43,2022
R4069,Bihar,Clay,8.06,103,77,29,25.7,56,1338,Rabi,Sugarcane,4.81,2022
R4070,Odisha,Clay,7.51,40,59,32,34.6,66,1058,Zaid,Millet,2.54,2024
R4071,Andhra Pradesh,Clay,7.02,148,32,109,31.5,68,646,Rabi,Groundnut,4.59,2024
R4072,Maharashtra,Red,8.34,29,16,103,25.2,79,1036,Kharif,Millet,2.1,2024
R4073,Karnataka,Black,7.03,145,6,45,20.6,67,1838,Rabi,Wheat,4.59,2023
R4074,Odisha,Loamy,5.54,32,58,101,39.3,88,1143,Kharif,Groundnut,3,2023
R4075,Punjab,Black,7.96,118,10,143,39.6,31,1480,Rabi,Pulses,2.67,2022
R4076,Tamil Nadu,Clay,6.36,70,30,78,34.2,43,1954,Rabi,Sugarcane,3.85,2024
R4077,Andhra Pradesh,Red,5.58,92,25,194,39.5,34,1574,Kharif,Barley,4.48,2020
R4078,Tamil Nadu,Black,6.07,66,22,14,22.3,68,924,Zaid,Pulses,3.03,2024
R4079,Odisha,Red,7.48,18,16,65,22.8,50,666,Zaid,Pulses,4.13,2018
R4080,Punjab,Black,5.84,54,40,125,33.6,49,229,Rabi,Sugarcane,3.95,2019
R4081,Punjab,Clay,6.77,106,50,17,29.9,77,780,Zaid,Cotton,5.29,2019
R4082,Odisha,Sandy,7.22,60,46,91,18.8,51,1429,Kharif,Groundnut,1.76,2024
R4083,Maharashtra,Black,7.79,60,19,138,24.4,45,961,Zaid,Groundnut,2.72,2023
R4084,Tamil Nadu,Black,7.35,94,17,42,32.7,72,1911,Kharif,Rice,3.82,2022
R4085,Karnataka,Sandy,7.74,96,30,37,39.2,69,1279,Zaid,Wheat,2.85,2023
R4086,Odisha,Sandy,7.66,117,77,25,29.5,89,1657,Rabi,Barley,2.28,2024
R4087,Karnataka,Loamy,8.11,131,77,179,34.4,52,1863,Zaid,Cotton,2.09,2024
R4088,Maharashtra,Black,7.07,39,26,45,25.4,59,726,Kharif,Wheat,1.74,2022
R4089,Tamil Nadu,Black,5.99,144,32,96,25.7,47,455,Kharif,Maize,1.89,2024
R4090,Punjab,Black,6.32,112,59,165,32,86,979,Zaid,Sugarcane,1.83,2024
R4091,Tamil Nadu,Sandy,6.92,91,33,167,16.2,81,1407,Zaid,Wheat,3.43,2024
R4092,Kerala,Loamy,6.75,42,40,190,15.7,63,895,Zaid,Wheat,3.2,2023
R4093,Odisha,Loamy,7.04,35,72,168,22.9,72,434,Zaid,Barley,2.4,2022
R4094,Andhra Pradesh,Black,8.22,111,28,51,31.7,37,1301,Rabi,Pulses,5.83,2024
R4095,Maharashtra,Loamy,6.94,63,13,99,17.6,66,782,Zaid,Maize,2.83,2020
R4096,Kerala,Black,6.52,18,39,105,36.7,84,264,Rabi,Pulses,5.34,2021
R4097,Andhra Pradesh,Loamy,6.77,25,59,162,28.7,36,1110,Zaid,Sugarcane,1.85,2018
R4098,Andhra Pradesh,Loamy,6.53,81,18,165,21.8,58,769,Rabi,Millet,3.3,2020
R4099,Karnataka,Clay,5.66,38,67,79,29.6,70,361,Kharif,Cotton,2.19,2021
R4100,Kerala,Clay,5.93,36,45,51,23.6,47,1028,Kharif,Barley,5.84,2024
R4101,Karnataka,Sandy,5.58,73,9,96,28.3,36,303,Kharif,Rice,4.46,2020
R4102,Tamil Nadu,Sandy,6.64,53,21,116,19.2,54,1570,Rabi,Cotton,5.37,2024
R4103,Maharashtra,Red,7.94,120,41,56,16.4,54,1928,Kharif,Cotton,5.48,2021
R4104,Punjab,Sandy,7.58,113,50,83,19.6,84,732,Rabi,Wheat,5.98,2019
R4105,Odisha,Sandy,5.52,113,28,87,17.5,43,468,Kharif,Cotton,3.89,2021
R4106,Odisha,Red,6.05,95,70,106,15.5,47,541,Kharif,Barley,4.18,2019
R4107,Tamil Nadu,Sandy,7.78,58,36,80,15,55,1244,Rabi,Groundnut,3.8,2019
R4108,Karnataka,Red,6.61,30,34,67,28,65,1591,Zaid,Soybean,4.9,2024
R4109,Kerala,Black,7.42,78,9,90,19,75,1580,Zaid,Cotton,3.46,2022
R4110,Odisha,Loamy,7.9,80,33,28,20.6,57,1188,Rabi,Wheat,4.58,2022
R4111,Kerala,Black,7.38,132,19,76,19.1,69,502,Zaid,Barley,4.8,2022
R4112,Odisha,Clay,8.2,114,27,127,16.6,56,1959,Zaid,Pulses,5.18,2020
R4113,Tamil Nadu,Loamy,6.1,44,46,199,29.5,34,478,Zaid,Groundnut,2.09,2023
R4114,Punjab,Loamy,7.3,69,11,59,39.2,51,1028,Zaid,Pulses,5.09,2022
R4115,Bihar,Red,5.55,20,45,113,31.4,37,823,Zaid,Groundnut,5.97,2023
R4116,Punjab,Black,6.02,115,71,191,32.6,65,1083,Zaid,Rice,3.26,2024
